데이터 출처,AIO_Benchmark 하위출처,검색어,지식인_doc_id,지식인_url,검색엔진,AI 검색 요약 활성화 여부,문법적 형태,검색 의도,주제,LLM 확신도
Naver_Kin,,,494741943,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=494741943,google,TRUE,의문문,정보형,건강,medium
Naver_Kin,,,494741943,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=494741943,naver,TRUE,의문문,정보형,건강,medium
Naver_Kin,,,494741951,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010104&docId=494741951,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494741951,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010104&docId=494741951,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494741953,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50103&docId=494741953,google,TRUE,명사구,정보형,기술,medium
Naver_Kin,,,494741953,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50103&docId=494741953,naver,TRUE,명사구,정보형,기술,medium
Naver_Kin,,,494741954,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=494741954,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494741954,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=494741954,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494741960,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=494741960,google,TRUE,의문문,정보형,기타,medium
Naver_Kin,,,494741960,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=494741960,naver,TRUE,의문문,정보형,기타,medium
Naver_Kin,,,494741969,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30208&docId=494741969,google,TRUE,명사구,정보형,엔터테인먼트,medium
Naver_Kin,,,494741969,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30208&docId=494741969,naver,FALSE,명사구,정보형,엔터테인먼트,medium
Naver_Kin,,,494741976,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1130&docId=494741976,google,TRUE,관형절 포함 명사구,분류 불가,기타,low
Naver_Kin,,,494741976,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1130&docId=494741976,naver,TRUE,관형절 포함 명사구,분류 불가,기타,low
Naver_Kin,,,494741980,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=494741980,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494741980,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=494741980,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494741983,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=111&docId=494741983,google,TRUE,의문문,거래형,비즈니스 금융,medium
Naver_Kin,,,494741983,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=111&docId=494741983,naver,FALSE,의문문,거래형,비즈니스 금융,medium
Naver_Kin,,,494741988,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=11003&docId=494741988,google,TRUE,명사구,거래형,기술,high
Naver_Kin,,,494741988,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=11003&docId=494741988,naver,TRUE,명사구,거래형,기술,high
Naver_Kin,,,494741990,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60208&docId=494741990,google,TRUE,명사구,상업형,법률 행정,high
Naver_Kin,,,494741990,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60208&docId=494741990,naver,TRUE,명사구,상업형,법률 행정,high
Naver_Kin,,,494741994,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5010603&docId=494741994,google,TRUE,명령·요청문,상업형,쇼핑,medium
Naver_Kin,,,494741994,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5010603&docId=494741994,naver,FALSE,명령·요청문,상업형,쇼핑,medium
Naver_Kin,,,494741999,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=494741999,google,TRUE,명사구,분류 불가,직업 교육,low
Naver_Kin,,,494741999,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=494741999,naver,TRUE,명사구,분류 불가,직업 교육,low
Naver_Kin,,,494742001,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=494742001,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742001,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=494742001,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742004,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011404&docId=494742004,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742004,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011404&docId=494742004,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742006,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1126&docId=494742006,google,TRUE,명사구,정보형,기술,medium
Naver_Kin,,,494742006,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1126&docId=494742006,naver,TRUE,명사구,정보형,기술,medium
Naver_Kin,,,494742018,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=12013839&docId=494742018,google,TRUE,명사구,상업형,기타,low
Naver_Kin,,,494742018,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=12013839&docId=494742018,naver,FALSE,명사구,상업형,기타,low
Naver_Kin,,,494742021,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1127&docId=494742021,google,TRUE,명사구,정보형,정치,medium
Naver_Kin,,,494742021,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1127&docId=494742021,naver,FALSE,명사구,정보형,정치,medium
Naver_Kin,,,494742028,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70204&docId=494742028,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742028,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70204&docId=494742028,naver,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742031,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=494742031,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742031,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=494742031,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742034,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=494742034,google,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742034,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=494742034,naver,FALSE,평서문,정보형,건강,high
Naver_Kin,,,494742047,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81302&docId=494742047,google,TRUE,명사구,거래형,여행 교통,medium
Naver_Kin,,,494742047,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81302&docId=494742047,naver,TRUE,명사구,거래형,여행 교통,medium
Naver_Kin,,,494742049,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100405&docId=494742049,google,TRUE,의문문,상업형,스포츠,high
Naver_Kin,,,494742049,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100405&docId=494742049,naver,FALSE,의문문,상업형,스포츠,high
Naver_Kin,,,494742052,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=494742052,google,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742052,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=494742052,naver,FALSE,평서문,정보형,건강,high
Naver_Kin,,,494742054,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1010303&docId=494742054,google,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494742054,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1010303&docId=494742054,naver,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494742057,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50404&docId=494742057,google,TRUE,명령·요청문,정보형,뷰티 패션,high
Naver_Kin,,,494742057,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50404&docId=494742057,naver,TRUE,명령·요청문,정보형,뷰티 패션,high
Naver_Kin,,,494742064,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=494742064,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742064,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=494742064,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742066,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100501&docId=494742066,google,TRUE,명사구,정보형,스포츠,medium
Naver_Kin,,,494742066,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100501&docId=494742066,naver,TRUE,명사구,정보형,스포츠,medium
Naver_Kin,,,494742074,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30509&docId=494742074,google,TRUE,연결어미 파편,분류 불가,엔터테인먼트,low
Naver_Kin,,,494742074,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30509&docId=494742074,naver,FALSE,연결어미 파편,분류 불가,엔터테인먼트,low
Naver_Kin,,,494742081,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81302&docId=494742081,google,FALSE,명사구,거래형,여행 교통,high
Naver_Kin,,,494742081,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81302&docId=494742081,naver,FALSE,명사구,거래형,여행 교통,high
Naver_Kin,,,494742083,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=709&docId=494742083,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742083,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=709&docId=494742083,naver,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742088,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110503&docId=494742088,google,TRUE,명사구,거래형,직업 교육,medium
Naver_Kin,,,494742088,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110503&docId=494742088,naver,TRUE,명사구,거래형,직업 교육,medium
Naver_Kin,,,494742096,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8030302&docId=494742096,google,TRUE,의문문,상업형,뷰티 패션,high
Naver_Kin,,,494742096,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8030302&docId=494742096,naver,TRUE,의문문,상업형,뷰티 패션,high
Naver_Kin,,,494742100,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020604&docId=494742100,google,TRUE,명사구,분류 불가,여행 교통,high
Naver_Kin,,,494742100,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020604&docId=494742100,naver,FALSE,명사구,분류 불가,여행 교통,high
Naver_Kin,,,494742104,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=494742104,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742104,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=494742104,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742110,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70115&docId=494742110,google,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494742110,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70115&docId=494742110,naver,FALSE,명사구,정보형,건강,medium
Naver_Kin,,,494742111,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110308&docId=494742111,google,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494742111,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110308&docId=494742111,naver,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494742113,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111608&docId=494742113,google,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742113,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111608&docId=494742113,naver,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742120,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=494742120,google,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494742120,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61303&docId=494742120,naver,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494742122,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=902&docId=494742122,google,TRUE,연결어미 파편,분류 불가,여행 교통,low
Naver_Kin,,,494742122,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=902&docId=494742122,naver,TRUE,연결어미 파편,분류 불가,여행 교통,low
Naver_Kin,,,494742125,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=494742125,google,TRUE,평서문,정보형,건강,medium
Naver_Kin,,,494742125,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=494742125,naver,FALSE,평서문,정보형,건강,medium
Naver_Kin,,,494742126,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742126,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742126,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742126,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742128,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11040301&docId=494742128,google,TRUE,관형절 포함 명사구,정보형,직업 교육,high
Naver_Kin,,,494742128,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11040301&docId=494742128,naver,TRUE,관형절 포함 명사구,정보형,직업 교육,high
Naver_Kin,,,494742130,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110405&docId=494742130,google,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494742130,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110405&docId=494742130,naver,FALSE,명사구,정보형,직업 교육,high
Naver_Kin,,,494742136,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60211&docId=494742136,google,TRUE,조사 결합 명사구,분류 불가,법률 행정,low
Naver_Kin,,,494742136,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60211&docId=494742136,naver,TRUE,조사 결합 명사구,분류 불가,법률 행정,low
Naver_Kin,,,494742138,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110302&docId=494742138,google,TRUE,의문문,정보형,법률 행정,high
Naver_Kin,,,494742138,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110302&docId=494742138,naver,TRUE,의문문,정보형,법률 행정,high
Naver_Kin,,,494742139,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=494742139,google,TRUE,명령·요청문,정보형,건강,high
Naver_Kin,,,494742139,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=494742139,naver,TRUE,명령·요청문,정보형,건강,high
Naver_Kin,,,494742141,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3031101&docId=494742141,google,TRUE,의문문,정보형,엔터테인먼트,medium
Naver_Kin,,,494742141,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3031101&docId=494742141,naver,TRUE,의문문,정보형,엔터테인먼트,medium
Naver_Kin,,,494742145,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742145,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742145,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742145,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742147,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110103&docId=494742147,google,TRUE,명령·요청문,정보형,자동차,medium
Naver_Kin,,,494742147,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110103&docId=494742147,naver,FALSE,명령·요청문,정보형,자동차,medium
Naver_Kin,,,494742152,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=813&docId=494742152,google,TRUE,연결어미 파편,정보형,여행 교통,high
Naver_Kin,,,494742152,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=813&docId=494742152,naver,TRUE,연결어미 파편,정보형,여행 교통,high
Naver_Kin,,,494742163,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=494742163,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742163,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=494742163,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742164,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61404&docId=494742164,google,TRUE,의문문,정보형,정치,high
Naver_Kin,,,494742164,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=61404&docId=494742164,naver,FALSE,의문문,정보형,정치,high
Naver_Kin,,,494742165,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=71105&docId=494742165,google,TRUE,의문문,상업형,건강,medium
Naver_Kin,,,494742165,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=71105&docId=494742165,naver,TRUE,의문문,상업형,건강,medium
Naver_Kin,,,494742166,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1111&docId=494742166,google,TRUE,평서문,분류 불가,건강,low
Naver_Kin,,,494742166,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1111&docId=494742166,naver,FALSE,평서문,분류 불가,건강,low
Naver_Kin,,,494742167,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=494742167,google,TRUE,조사 결합 명사구,분류 불가,기타,low
Naver_Kin,,,494742167,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=494742167,naver,TRUE,조사 결합 명사구,분류 불가,기타,low
Naver_Kin,,,494742168,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=494742168,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742168,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=494742168,naver,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742170,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=494742170,google,TRUE,평서문,정보형,직업 교육,medium
Naver_Kin,,,494742170,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=494742170,naver,TRUE,평서문,정보형,직업 교육,medium
Naver_Kin,,,494742174,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=494742174,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742174,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=494742174,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742176,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=494742176,google,FALSE,명사구,이동형,직업 교육,high
Naver_Kin,,,494742176,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=494742176,naver,FALSE,명사구,이동형,직업 교육,high
Naver_Kin,,,494742177,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=494742177,google,TRUE,명사구,정보형,법률 행정,medium
Naver_Kin,,,494742177,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=494742177,naver,TRUE,명사구,정보형,법률 행정,medium
Naver_Kin,,,494742179,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20117&docId=494742179,google,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494742179,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20117&docId=494742179,naver,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494742183,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100507&docId=494742183,google,TRUE,명사구,정보형,스포츠,high
Naver_Kin,,,494742183,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=100507&docId=494742183,naver,TRUE,명사구,정보형,스포츠,high
Naver_Kin,,,494742185,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=494742185,google,TRUE,의문문,정보형,엔터테인먼트,medium
Naver_Kin,,,494742185,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=494742185,naver,FALSE,의문문,정보형,엔터테인먼트,medium
Naver_Kin,,,494742191,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81105&docId=494742191,google,TRUE,평서문,정보형,자동차,medium
Naver_Kin,,,494742191,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81105&docId=494742191,naver,TRUE,평서문,정보형,자동차,medium
Naver_Kin,,,494742197,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3021401&docId=494742197,google,TRUE,명사구,상업형,기술,medium
Naver_Kin,,,494742197,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3021401&docId=494742197,naver,FALSE,명사구,상업형,기술,medium
Naver_Kin,,,494742200,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742200,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742200,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742200,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742201,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050401&docId=494742201,google,FALSE,명사구,이동형,직업 교육,high
Naver_Kin,,,494742201,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050401&docId=494742201,naver,FALSE,명사구,이동형,직업 교육,high
Naver_Kin,,,494742202,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=512&docId=494742202,google,TRUE,명령·요청문,거래형,쇼핑,medium
Naver_Kin,,,494742202,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=512&docId=494742202,naver,FALSE,명령·요청문,거래형,쇼핑,medium
Naver_Kin,,,494742203,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50203&docId=494742203,google,TRUE,의문문,상업형,기술,high
Naver_Kin,,,494742203,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50203&docId=494742203,naver,TRUE,의문문,상업형,기술,high
Naver_Kin,,,494742206,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742206,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742206,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742206,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742209,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020101&docId=494742209,google,FALSE,명사구,상업형,여행 교통,medium
Naver_Kin,,,494742209,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020101&docId=494742209,naver,FALSE,명사구,상업형,여행 교통,medium
Naver_Kin,,,494742211,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50606&docId=494742211,google,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494742211,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50606&docId=494742211,naver,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494742230,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1121&docId=494742230,google,TRUE,의문문,정보형,직업 교육,high
Naver_Kin,,,494742230,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1121&docId=494742230,naver,FALSE,의문문,정보형,직업 교육,high
Naver_Kin,,,494742235,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=211&docId=494742235,google,TRUE,명사구,정보형,게임,medium
Naver_Kin,,,494742235,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=211&docId=494742235,naver,TRUE,명사구,정보형,게임,medium
Naver_Kin,,,494742236,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80201&docId=494742236,google,TRUE,평서문,정보형,쇼핑,medium
Naver_Kin,,,494742236,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80201&docId=494742236,naver,TRUE,평서문,정보형,쇼핑,medium
Naver_Kin,,,494742241,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=2010104&docId=494742241,google,TRUE,명사구,정보형,게임,medium
Naver_Kin,,,494742241,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=2010104&docId=494742241,naver,FALSE,명사구,정보형,게임,medium
Naver_Kin,,,494742245,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=805&docId=494742245,google,TRUE,의문문,정보형,과학,medium
Naver_Kin,,,494742245,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=805&docId=494742245,naver,TRUE,의문문,정보형,과학,medium
Naver_Kin,,,494742253,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060115&docId=494742253,google,TRUE,명사구,거래형,뷰티 패션,high
Naver_Kin,,,494742253,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060115&docId=494742253,naver,FALSE,명사구,거래형,뷰티 패션,high
Naver_Kin,,,494742258,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1070401&docId=494742258,google,TRUE,명사구,정보형,기술,high
Naver_Kin,,,494742258,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1070401&docId=494742258,naver,TRUE,명사구,정보형,기술,high
Naver_Kin,,,494742259,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=494742259,google,TRUE,명사구,거래형,직업 교육,medium
Naver_Kin,,,494742259,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=494742259,naver,TRUE,명사구,거래형,직업 교육,medium
Naver_Kin,,,494742260,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110405&docId=494742260,google,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494742260,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110405&docId=494742260,naver,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494742263,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742263,google,TRUE,명사구,정보형,건강,high
Naver_Kin,,,494742263,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=494742263,naver,TRUE,명사구,정보형,건강,high
Naver_Kin,,,494742272,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=494742272,google,TRUE,관형절 포함 명사구,정보형,건강,high
Naver_Kin,,,494742272,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=494742272,naver,TRUE,관형절 포함 명사구,정보형,건강,high
Naver_Kin,,,494742274,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81204&docId=494742274,google,TRUE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494742274,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81204&docId=494742274,naver,TRUE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494742275,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742275,google,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742275,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=494742275,naver,TRUE,평서문,정보형,건강,high
Naver_Kin,,,494742280,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=494742280,google,TRUE,관형절 포함 명사구,분류 불가,법률 행정,low
Naver_Kin,,,494742280,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=494742280,naver,TRUE,관형절 포함 명사구,분류 불가,법률 행정,low
Naver_Kin,,,494742283,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=494742283,google,TRUE,평서문,분류 불가,뷰티 패션,medium
Naver_Kin,,,494742283,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=494742283,naver,FALSE,평서문,분류 불가,뷰티 패션,medium
Naver_Kin,,,494742300,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5040301&docId=494742300,google,TRUE,관형절 포함 명사구,정보형,뷰티 패션,medium
Naver_Kin,,,494742300,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5040301&docId=494742300,naver,TRUE,관형절 포함 명사구,정보형,뷰티 패션,medium
Naver_Kin,,,494742309,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=494742309,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494742309,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=494742309,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494742310,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=702&docId=494742310,google,TRUE,명사구,정보형,건강,medium
